Car,Location,ODO,Year,Age,Mileage,Engine,Power,Seats,CP,SP,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
Volkswagen Polo 1.2 MPI Highline,Mumbai,13710,2014,9,16.2,1199.0,74.0,5.0,0.0,4.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Toyota Fortuner 4x2 AT,Jaipur,100000,2015,8,12.55,2982.0,168.5,7.0,0.0,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Celerio VXI,Hyderabad,17000,2017,6,23.1,998.0,67.04,5.0,0.0,4.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d Corporate Edition,Chennai,89000,2008,15,16.07,1995.0,181.0,4.0,0.0,6.3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Honda City ZX VTEC,Jaipur,100173,2006,17,16.9,1497.0,100.0,5.0,0.0,2.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Mitsubishi Cedia Sports,Pune,97000,2009,14,13.17,1999.0,114.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Pulse Petrol RxL,Delhi,40190,2016,7,18.06,1198.0,74.93,5.0,0.0,4.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,29647,2016,7,20.14,1498.0,88.0,5.0,10.15,6.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Baleno RS Petrol,Kochi,43639,2018,5,21.1,998.0,100.0,5.0,9.83,8.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Magna,Kochi,37333,2012,11,20.36,1197.0,78.9,5.0,0.0,3.22,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Spotz,Kochi,48407,2018,5,18.6,1197.0,81.83,5.0,0.0,7.65,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW Z4 2009-2013 35i,Delhi,25000,2011,12,10.37,2979.0,306.0,2.0,0.0,30.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i10 Sportz 1.2,Pune,72400,2010,13,20.36,1197.0,78.9,5.0,0.0,2.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Mini Cooper S Carbon Edition,Delhi,18000,2012,11,13.6,1598.0,181.0,4.0,0.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Brio V MT,Pune,65167,2012,11,19.4,1198.0,86.8,5.0,0.0,3.28,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ciaz ZXi Option,Kochi,25418,2016,7,20.73,1373.0,91.2,5.0,0.0,7.09,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire ZDi,Coimbatore,38995,2013,10,19.3,1248.0,73.9,5.0,0.0,6.46,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,60000,2012,11,22.07,1199.0,73.9,5.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X1 sDrive20d,Delhi,72000,2011,12,17.05,1995.0,184.0,5.0,0.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,31075,2016,7,12.07,2967.0,241.4,7.0,0.0,49.79,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Ford Figo 1.5D Trend MT,Kolkata,4311,2015,8,25.83,1498.0,99.0,5.0,0.0,4.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series Luxury Line,Bangalore,21000,2017,6,21.76,1995.0,190.0,5.0,62.07,35.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,54000,2011,12,14.0,2987.0,224.0,5.0,0.0,21.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Wagon R LX BSIII,Mumbai,50000,2007,16,17.3,1061.0,64.0,5.0,0.0,1.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Maruti Baleno Zeta 1.2,Delhi,13000,2018,5,21.4,1197.0,83.1,5.0,0.0,6.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Dzire VXI,Pune,74000,2013,10,22.0,1197.0,81.8,5.0,7.67,4.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Chevrolet Aveo U-VA 1.2 LT,Pune,75000,2009,14,14.7,1150.0,76.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Polo 1.5 TDI Highline,Chennai,25000,2017,6,20.14,1498.0,88.0,5.0,9.97,6.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Land Rover Freelander 2 TD4 SE,Hyderabad,139000,2012,11,0.0,2179.0,115.0,5.0,0.0,16.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi Q5 30 TDI quattro Premium,Mumbai,52000,2015,8,14.16,1968.0,174.3,5.0,0.0,25.49,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A6 35 TDI Matrix,Chennai,20000,2015,8,18.53,1968.0,187.74,5.0,67.67,35.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,32663,2018,5,24.0,1186.0,73.97,5.0,8.18,6.28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Scorpio SLE BSIV,Delhi,76777,2012,11,12.05,2179.0,120.0,8.0,0.0,4.88,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Tata Bolt Quadrajet XE,Hyderabad,100303,2016,7,22.95,1248.0,74.0,5.0,7.43,3.7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON Era Plus,Kochi,43993,2015,8,21.1,814.0,55.2,5.0,0.0,3.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Scorpio S8 8 Seater,Kochi,72118,2016,7,15.4,2179.0,120.0,8.0,0.0,10.23,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Accord 2001-2003 2.0 AT,Bangalore,83000,2010,13,11.1,2354.0,142.0,5.0,0.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Volkswagen Polo 1.2 MPI Highline,Mumbai,7523,2016,7,16.2,1199.0,74.0,5.0,0.0,6.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Eeco 7 Seater Standard,Mumbai,34670,2014,9,15.1,1196.0,73.0,7.0,4.71,2.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Sportz,Ahmedabad,30000,2016,7,24.0,1120.0,70.0,5.0,0.0,5.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,17000,2017,6,10.91,3198.0,197.0,7.0,0.0,31.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,59261,2015,8,24.0,1186.0,73.97,5.0,8.18,4.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI,Kochi,65210,2016,7,22.9,1248.0,74.0,5.0,0.0,5.48,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 1.2 Asta Option,Bangalore,19000,2016,7,18.6,1197.0,81.83,5.0,0.0,7.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VXi,Hyderabad,50000,2012,11,17.5,1298.0,85.8,5.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d Luxury Line,Hyderabad,47000,2015,8,22.69,1995.0,190.0,5.0,53.68,29.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda City ZX GXi,Mumbai,75000,2007,16,17.7,1497.0,78.0,5.0,0.0,1.49,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai i10 Sportz 1.2 AT,Pune,54534,2013,10,16.95,1197.0,78.9,5.0,0.0,3.65,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Ecosport Signature Edition Diesel,Ahmedabad,13000,2018,5,23.0,1498.0,98.96,5.0,12.12,10.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Celerio ZXI MT,Bangalore,48808,2015,8,23.1,998.0,67.04,5.0,6.05,4.3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ertiga VDI,Pune,63001,2012,11,20.77,1248.0,88.76,7.0,0.0,6.11,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,64771,2015,8,12.8,2494.0,102.0,8.0,0.0,15.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i VTEC SV,Mumbai,34634,2016,7,17.8,1497.0,117.3,5.0,0.0,6.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire VXI,Bangalore,69242,2012,11,19.1,1197.0,85.8,5.0,0.0,4.69,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ritz LXi,Kochi,33292,2011,12,18.5,1197.0,85.8,5.0,0.0,3.19,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Sportz AT 1.4,Pune,55000,2012,11,15.0,1396.0,98.6,5.0,0.0,3.75,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Hyundai i20 Active SX Dual Tone Petrol,Pune,1000,2019,4,17.19,1197.0,81.86,5.0,10.25,8.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 E MT,Chennai,80000,2011,12,17.0,1497.0,118.0,5.0,0.0,3.85,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Porsche Cayenne S Diesel,Coimbatore,65003,2016,7,13.6,4134.0,382.0,5.0,0.0,67.83,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Honda Amaze VX i-VTEC,Coimbatore,16573,2019,4,17.8,1198.0,86.7,5.0,0.0,9.31,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Civic 2006-2010 1.8 S AT,Pune,152633,2008,15,12.9,1799.0,130.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai i20 Magna 1.2,Bangalore,53000,2015,8,18.6,1197.0,81.83,5.0,0.0,5.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Creta 1.6 CRDi SX,Hyderabad,50129,2017,6,19.67,1582.0,126.2,5.0,0.0,13.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,63716,2013,10,15.73,1968.0,174.33,5.0,0.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Alto 800 2016-2019 LXI,Mumbai,11000,2018,5,24.7,796.0,47.3,5.0,0.0,3.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X1 sDrive 20d Exclusive,Chennai,115000,2012,11,15.06,1995.0,177.0,5.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Hyundai i10 Magna,Delhi,63265,2013,10,20.36,1197.0,78.9,5.0,0.0,2.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Ameo 1.5 TDI Highline,Pune,20000,2016,7,21.66,1498.0,108.62,5.0,10.04,6.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo Petrol Highline 1.2L,Pune,79000,2010,13,16.47,1198.0,73.9,5.0,0.0,2.44,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Maruti Ciaz VXi Plus,Mumbai,41000,2015,8,20.73,1373.0,91.1,5.0,0.0,5.85,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Volkswagen Polo GT TSI,Kochi,26323,2015,8,17.21,1197.0,103.5,5.0,10.83,7.4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Xcent 1.1 CRDi Base,Pune,76000,2016,7,24.4,1120.0,71.0,5.0,0.0,3.8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Civic 2006-2010 1.8 S MT,Hyderabad,69972,2008,15,13.5,1799.0,130.0,5.0,0.0,3.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City ZX GXi,Kolkata,69000,2008,15,17.7,1497.0,78.0,5.0,0.0,2.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra Bolero ZLX,Jaipur,65000,2016,7,15.96,2523.0,62.1,7.0,11.15,7.21,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i VTEC V,Hyderabad,29512,2016,7,17.4,1497.0,117.3,5.0,0.0,7.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Xcent 1.2 CRDi S,Kolkata,51000,2017,6,25.4,1186.0,73.97,5.0,8.23,4.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 110PS Diesel RxL,Mumbai,58003,2014,9,19.01,1461.0,108.45,5.0,0.0,5.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti A-Star AT VXI,Hyderabad,56500,2013,10,16.98,998.0,66.1,5.0,0.0,3.45,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,29063,2014,9,17.11,1968.0,174.33,5.0,0.0,25.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 2WD,Coimbatore,46811,2018,5,16.0,2179.0,140.0,7.0,0.0,16.59,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Pulse Petrol RxZ,Coimbatore,31897,2014,9,18.06,1198.0,74.96,5.0,0.0,4.69,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 3 Series 320d,Mumbai,52100,2009,14,13.2,1995.0,170.0,5.0,0.0,7.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Toyota Innova Crysta 2.4 GX MT,Hyderabad,73000,2016,7,13.68,2393.0,147.8,7.0,19.37,16.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City 1.5 S MT,Kolkata,31423,2009,14,17.0,1497.0,118.0,5.0,0.0,1.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI,Chennai,75180,2014,9,22.9,1248.0,74.0,5.0,0.0,5.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Renault Duster 110PS Diesel RxZ Plus,Mumbai,75000,2013,10,19.64,1461.0,108.45,5.0,0.0,5.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,15000,2014,9,16.47,1198.0,74.0,5.0,0.0,3.9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Active 1.2 S,Mumbai,12000,2015,8,17.19,1197.0,81.86,5.0,0.0,5.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 5 Series 2013-2017 520d Luxury Line,Pune,32000,2014,9,18.12,1995.0,190.0,5.0,0.0,30.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift Dzire LDI,Hyderabad,44504,2017,6,23.4,1248.0,74.0,5.0,0.0,5.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz M-Class ML 350 4Matic,Ahmedabad,66000,2012,11,0.0,2987.0,165.0,5.0,0.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Swift LDI,Jaipur,39437,2015,8,28.4,1248.0,74.0,5.0,7.01,5.15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 CRDI AT SX Option,Coimbatore,36931,2017,6,19.08,1582.0,126.2,5.0,0.0,9.48,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Nano XTA,Bangalore,17800,2016,7,21.9,624.0,37.48,4.0,0.0,2.38,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Maruti Swift Dzire LXi,Hyderabad,71346,2009,14,17.5,1298.0,85.8,5.0,0.0,3.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 Asta Option 1.2,Delhi,45000,2015,8,18.6,1197.0,81.83,5.0,0.0,5.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai i20 1.2 Sportz,Hyderabad,85155,2010,13,17.0,1197.0,80.0,5.0,0.0,3.55,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Ciaz ZXi,Mumbai,48823,2015,8,20.73,1373.0,91.1,5.0,0.0,6.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Land Rover Range Rover 2.2L Prestige,Delhi,37000,2015,8,12.7,2179.0,187.7,5.0,0.0,36.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Indigo LX BSII,Hyderabad,92000,2005,18,16.1,1405.0,70.0,5.0,0.0,1.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Tata Zest Revotron 1.2T XM,Mumbai,36000,2014,9,17.57,1193.0,88.7,5.0,7.63,3.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W10 1.99 mHawk,Delhi,24569,2016,7,16.0,1997.0,140.0,7.0,0.0,13.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Accord 2.4 AT,Mumbai,95000,2008,15,11.7,2354.0,177.6,5.0,0.0,2.85,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Tata Nano Twist XT,Coimbatore,25811,2015,8,25.4,624.0,37.5,4.0,0.0,2.13,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hyundai Elantra CRDi S,Ahmedabad,65000,2015,8,22.7,1582.0,126.2,5.0,0.0,7.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Tata Indica V2 eLS,Chennai,100400,2017,6,25.0,1396.0,69.0,5.0,0.0,2.85,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze S i-Dtech,Jaipur,76414,2014,9,25.8,1498.0,98.6,5.0,0.0,4.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W8 2WD,Kochi,82103,2012,11,15.1,2179.0,140.0,7.0,0.0,6.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW X3 xDrive 20d Expedition,Pune,98000,2013,10,18.56,1995.0,190.0,5.0,0.0,17.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 1.2 Kappa Magna,Pune,45252,2010,13,18.9,1197.0,81.86,5.0,6.8,2.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Baleno Zeta 1.2,Delhi,10300,2017,6,21.4,1197.0,83.1,5.0,0.0,6.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 CRDi AT SX,Kochi,42024,2016,7,19.08,1582.0,126.2,5.0,0.0,9.73,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ertiga VDI,Kochi,51236,2018,5,25.47,1248.0,88.5,7.0,10.83,8.49,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mini Cooper S Carbon Edition,Mumbai,52000,2013,10,13.6,1598.0,181.0,4.0,0.0,25.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ritz ZDi,Coimbatore,42894,2015,8,23.2,1248.0,73.94,5.0,0.0,5.59,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skoda Laura L n K 1.9 PD AT,Mumbai,68000,2011,12,15.6,1896.0,106.0,5.0,0.0,4.8,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,69000,2014,9,22.7,1498.0,89.84,5.0,0.0,5.45,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i20 2015-2017 Sportz 1.2,Pune,10000,2017,6,18.6,1197.0,81.83,5.0,0.0,6.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Brio E MT,Chennai,16000,2015,8,19.4,1198.0,86.8,5.0,0.0,4.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Amaze S i-Dtech,Kolkata,46992,2013,10,25.8,1498.0,98.6,5.0,0.0,3.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
BMW 5 Series 2003-2012 520d,Pune,170000,2010,13,18.48,1995.0,177.0,5.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Audi Q7 3.0 TDI Quattro Premium Plus,Delhi,58000,2014,9,12.07,2967.0,241.4,7.0,0.0,32.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Magna,Jaipur,50000,2015,8,24.0,1120.0,70.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Nissan Micra Diesel XV,Kolkata,39010,2011,12,23.08,1461.0,63.1,5.0,0.0,2.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 Sportz,Jaipur,26946,2016,7,18.9,1197.0,82.0,5.0,0.0,4.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai EON Era,Pune,28700,2015,8,21.1,814.0,55.2,5.0,0.0,2.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz New C-Class C250 Avantgarde,Chennai,60000,2011,12,11.74,1796.0,186.0,5.0,0.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Land Rover Range Rover 2.2L Pure,Delhi,38999,2014,9,12.7,2179.0,187.7,5.0,0.0,32.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mahindra Ssangyong Rexton RX7,Mumbai,39000,2016,7,11.18,2696.0,184.0,7.0,0.0,13.85,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Ciaz 1.4 Delta,Coimbatore,7784,2018,5,20.73,1373.0,91.1,5.0,0.0,8.76,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Mercedes-Benz R-Class R350 4Matic Long,Kochi,45710,2014,9,11.8,3498.0,272.0,7.0,0.0,23.68,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Maruti Dzire AMT VXI,Chennai,42000,2017,6,22.0,1197.0,81.8,5.0,8.13,5.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Land Rover Range Rover Vogue SE 4.4 SDV8,Coimbatore,75995,2013,10,11.49,4367.0,335.3,5.0,0.0,65.81,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Renault Duster 110PS Diesel RxZ,Kolkata,57000,2013,10,19.01,1461.0,108.45,5.0,0.0,4.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Verna 1.6 SX,Chennai,85350,2013,10,22.32,1582.0,126.32,5.0,0.0,5.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,82725,2016,7,14.28,1798.0,138.03,5.0,25.27,11.99,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
BMW 3 Series Sport,Mumbai,19000,2016,7,21.76,1995.0,190.0,5.0,57.3,29.99,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Ford EcoSport 1.5 Ti VCT MT Signature,Chennai,13900,2018,5,18.88,1499.0,110.4,5.0,0.0,9.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Swift VDI BSIV,Hyderabad,108000,2014,9,25.2,1248.0,74.0,5.0,0.0,5.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Santa Fe 4x4 AT,Bangalore,36000,2016,7,11.72,2199.0,194.3,7.0,0.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tata Indica V2 DLS,Hyderabad,62188,2013,10,17.2,1396.0,53.5,5.0,0.0,2.95,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai Grand i10 CRDi Sportz,Kochi,58397,2015,8,24.0,1120.0,70.0,5.0,0.0,4.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Wagon R VXI AMT,Delhi,30000,2016,7,22.5,998.0,67.0,5.0,5.68,4.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mahindra XUV500 W10 2WD,Kochi,29907,2018,5,16.0,2179.0,140.0,7.0,0.0,16.36,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Audi A4 2.0 TDI,Kolkata,46000,2009,14,16.55,1968.0,147.51,5.0,0.0,9.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Volkswagen Vento Diesel Highline,Bangalore,65000,2012,11,20.54,1598.0,103.6,5.0,0.0,5.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,22000,2016,7,24.3,1248.0,88.5,5.0,11.75,8.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Maruti Zen LX,Chennai,99024,2002,21,17.3,993.0,60.0,5.0,0.0,0.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hyundai i10 Era,Kochi,34952,2016,7,19.81,1086.0,68.05,5.0,0.0,4.01,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda WR-V Edge Edition i-VTEC S,Kochi,13913,2019,4,17.5,1199.0,88.7,5.0,9.36,8.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda City i DTEC VX,Chennai,71000,2014,9,25.1,1498.0,98.6,5.0,0.0,6.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Toyota Fortuner 4x2 4 Speed AT,Chennai,97000,2012,11,11.5,2982.0,169.0,7.0,0.0,16.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mahindra XUV500 AT W10 FWD,Delhi,21000,2017,6,16.0,2179.0,140.0,7.0,0.0,16.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ford Figo Diesel ZXI,Kolkata,110438,2012,11,20.0,1399.0,68.05,5.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,66507,2017,6,19.0,1199.0,88.7,5.0,0.0,5.43,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,54650,2017,6,10.91,3198.0,197.0,7.0,0.0,30.35,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
